rosbagTimestamp;header/seq;stamp/secs;stamp/nsecs;frame_id;orientation/x;orientation/y;orientation/z;orientation/w;orientation_covariance;angular_velocity/x;angular_velocity/y;angular_velocity/z;angular_velocity_covariance;linear_acceleration/x;linear_acceleration/y;linear_acceleration/z;linear_acceleration_covariance
1,56639E+18;693;1566394431;410712957;"""/imu""";-0.00440306072845;-0.00266681362587;0.000200100370548;0.999986730473;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.0094955349341;0.00238349265419;-0.00672883074731;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0579052194953;-0.074259147048;9.81561565399;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;694;1566394431;450484037;"""/imu""";-0.0043768839858;-0.00268052306166;0.000134361694659;0.999986819728;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.00978281907737;0.0147909075022;-0.0236678980291;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0597359053791;-0.0834259539843;9.81375789642;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;695;1566394431;490443944;"""/imu""";-0.00439006224121;-0.00271620903576;1.31780453774e-05;0.999986674605;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.00148114433978;0.00746436370537;-0.0154516659677;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0689148977399;-0.0889969319105;9.80832958221;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;696;1566394431;530962944;"""/imu""";-0.00443747579443;-0.00286314771321;-0.000167559618749;0.999986041461;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.00271523487754;0.00160219462123;-0.020439427346;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0472646094859;-0.0799593478441;9.78761959076;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;697;1566394431;570466041;"""/imu""";-0.00433599300421;-0.00284627412459;-0.000288136644162;0.999986507342;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.0127179119736;0.00243986607529;-0.00462072482333;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0541979111731;-0.0705372393131;9.82112789154;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;698;1566394431;609941959;"""/imu""";-0.00434146259591;-0.00271049298364;-0.000287548953788;0.999986861037;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.0036281675566;0.0160854645073;-0.0038827941753;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0671173706651;-0.0853499472141;9.80646038055;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;699;1566394431;649266958;"""/imu""";-0.00423437151112;-0.00273439297192;-0.000274178365174;0.999987258928;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.0138136874884;0.00874361023307;-0.00675965473056;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0542553700507;-0.0742454975843;9.81555557251;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;700;1566394431;690402984;"""/imu""";-0.00427994479158;-0.00273895952276;-0.000299245585692;0.999987045229;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.0233220923692;-0.00919685605913;-0.0130192935467;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0416749119759;-0.0725223571062;9.79867458344;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;701;1566394431;730061054;"""/imu""";-0.00426776384405;-0.00261692580434;-0.000450113901611;0.999987367565;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.0017040433595;0.0128278648481;-0.0273472424597;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0470316745341;-0.0669549033046;9.80990314484;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;702;1566394431;770064115;"""/imu""";-0.00414371248547;-0.00261363183602;-0.000587915211202;0.999987826391;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.0127361705527;0.0124806473032;-0.02102159895;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0615365244448;-0.0852443426847;9.81563472748;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;703;1566394431;810431003;"""/imu""";-0.00421488425539;-0.00270870599242;-0.000716914460674;0.999987191766;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];-0.000717461516615;0.00438956730068;-0.0262533351779;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0686691775918;-0.0961240231991;9.82868385315;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;704;1566394431;850079059;"""/imu""";-0.0042857185491;-0.00276563649297;-0.000778429677537;0.999986688871;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.00283455988392;-0.00110201328062;-0.025176435709;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0542673133314;-0.0797482952476;9.81368160248;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;705;1566394431;890192985;"""/imu""";-0.00429239123744;-0.00273436112353;-0.0007262470192;0.999986785519;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.00592113891616;0.00796891003847;-0.0194142330438;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0580568127334;-0.0725497305393;9.80265235901;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;706;1566394431;930711984;"""/imu""";-0.00424835149356;-0.00283823137432;-0.000899728764392;0.99998654313;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.00501486985013;0.00232637743466;-0.0262482333928;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0487593822181;-0.0742079988122;9.81731700897;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;707;1566394431;970201015;"""/imu""";-0.00406290536494;-0.00279376210468;-0.00109753857185;0.99998724147;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.0160830914974;0.00975040066987;-0.0112505732104;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0671513676643;-0.0652354359627;9.8065366745;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;708;1566394432;10193109;"""/imu""";-0.00399630569968;-0.00274310247965;-0.00111637918851;0.999987629237;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.0188074447215;0.00504684913903;-0.00991273764521;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0616187117994;-0.0743238702416;9.81011772156;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;709;1566394432;50555944;"""/imu""";-0.00414043226633;-0.00275806960751;-0.00116512031329;0.999986946098;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.000664835271891;0.0119194611907;-0.0167897231877;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0543340444565;-0.0779707804322;9.80812931061;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;710;1566394432;89835882;"""/imu""";-0.00425657620542;-0.00286509184526;-0.00120497889496;0.99998611032;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.00403586030006;-0.0102499015629;-0.0024486144539;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0507292933762;-0.0889797583222;9.80246925354;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
1,56639E+18;711;1566394432;130312919;"""/imu""";-0.00416179380857;-0.00286830902419;-0.00131065307199;0.999986367139;[0.01745, 0.0, 0.0, 0.0, 0.01745, 0.0, 0.0, 0.0, 0.15708];0.0201023668051;0.019617125392;-0.023696122691;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004];0.0544825457036;-0.0780899524689;9.7951593399;[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]
